,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTY,Unemployment_rate_2016,Med_HH_Income_Percent_of_State_Total_2015,GEO.display-label,POPESTIMATE2016,AVG_NETMIG,POP_CHANGE,BIRTHS_PER_CAPITA,MEDIAN_HOUSEHOLD_INCOME,PERCENT_W_HEALTH_INSURANCE,PERCENTAGE_IN_POVERTY,PERCENT_WITH_KIDS,BACHELORS_DEGREE,MEDIAN_MORTAGE_PAYMENTS,MEDIAN_RENT_PAYMENT,2010_FAM_KIDS,2015_FAM_KIDS,2010_2010_CHANGE_IN_FAM_WITH_KIDS
1943,50,3,5,37,39,North Carolina,"Cherokee County, North Carolina",5.6,80.0,"Cherokee County, North Carolina",27905,7.607469259,0.017502279,0.007597205,34662,81.1,13,17.8,18.6,936,666,17.5,12.4,-0.291428571
1944,50,3,5,37,41,North Carolina,"Chowan County, North Carolina",6.4,85.2,"Chowan County, North Carolina",14383,-1.800441602,-0.024616845,0.009664187,38759,85.3,19.7,24.8,20.1,1231,734,15,12.5,-0.166666667
1945,50,3,5,37,43,North Carolina,"Clay County, North Carolina",5.4,81.4,"Clay County, North Carolina",10915,9.795498846,0.030786665,0.007329363,37076,81.2,15.7,19.8,21.2,981,653,15.5,13.4,-0.135483871
1946,50,3,5,37,45,North Carolina,"Cleveland County, North Carolina",5.5,84.0,"Cleveland County, North Carolina",97144,-0.474639048,-0.008461515,0.010993988,39453,85.4,15.7,24.2,16,1003,668,16.7,15,-0.101796407
1947,50,3,5,37,47,North Carolina,"Columbus County, North Carolina",6.4,72.0,"Columbus County, North Carolina",56505,-3.260150553,-0.024733336,0.010600832,34949,82.3,17.6,24.3,12.1,1034,596,16.6,13.8,-0.168674699
1948,50,3,5,37,49,North Carolina,"Craven County, North Carolina",5.3,99.8,"Craven County, North Carolina",103445,-6.231621876,-0.004733637,0.013901107,47985,85.1,10.9,27.1,22.3,1272,894,19.1,18.1,-0.052356021
1949,50,3,5,37,51,North Carolina,"Cumberland County, North Carolina",6.3,88.5,"Cumberland County, North Carolina",327127,-6.582280885,0.02186313,0.016492066,44171,87.1,14.2,31.5,23.3,1189,869,20.5,18.3,-0.107317073
1950,50,3,5,37,53,North Carolina,"Currituck County, North Carolina",5.2,138.7,"Currituck County, North Carolina",25809,13.24877693,0.0907823,0.01022899,60600,83.6,6.7,29.4,20.5,1568,991,22.4,22.2,-0.008928571
1951,50,3,5,37,55,North Carolina,"Dare County, North Carolina",6.7,111.9,"Dare County, North Carolina",35964,7.456954716,0.058200435,0.00975976,54496,82.3,5.7,25.6,29.4,1647,1048,16.8,17.4,0.035714286
1952,50,3,5,37,57,North Carolina,"Davidson County, North Carolina",4.8,96.9,"Davidson County, North Carolina",164926,1.703008943,0.012723053,0.010598693,43363,86.6,12.1,27.6,18.7,1085,655,21.2,19.1,-0.099056604
1953,50,3,5,37,59,North Carolina,"Davie County, North Carolina",4.5,109.7,"Davie County, North Carolina",42013,3.908486114,0.017781439,0.009021017,51527,87.2,8.2,26.7,24.4,1188,674,24.4,19.1,-0.217213115
1954,50,3,5,37,61,North Carolina,"Duplin County, North Carolina",5.4,80.2,"Duplin County, North Carolina",58969,-2.857415576,0.006314101,0.012633757,35035,78.1,18.9,27.9,10.7,1037,622,18,17.7,-0.016666667
1955,50,3,5,37,63,North Carolina,"Durham County, North Carolina",4.5,112.5,"Durham County, North Carolina",306212,11.37498592,0.130092042,0.014352801,52503,84.9,12.7,26.6,45.8,1404,895,17.8,15.4,-0.134831461
1956,50,3,5,37,65,North Carolina,"Edgecombe County, North Carolina",8.6,67.9,"Edgecombe County, North Carolina",53318,-10.65319561,-0.058035793,0.011271991,32659,82.9,21.8,25.8,10.6,1001,639,13.9,11.1,-0.201438849
1957,50,3,5,37,67,North Carolina,"Forsyth County, North Carolina",4.9,98.9,"Forsyth County, North Carolina",371511,5.378060304,0.056924285,0.011935044,45471,85.8,14,28.4,32.9,1184,732,19.2,17.8,-0.072916667
1958,50,3,5,37,69,North Carolina,"Franklin County, North Carolina",5.1,100.3,"Franklin County, North Carolina",64705,7.86307341,0.064629712,0.010694691,42685,84.2,12.1,27.4,19.4,1159,729,22.6,18,-0.203539823
1959,50,3,5,37,71,North Carolina,"Gaston County, North Carolina",5.3,94.0,"Gaston County, North Carolina",216965,6.880504714,0.052752883,0.011780702,42429,84.4,13.7,26.9,19,1151,731,19.9,16.6,-0.165829146
1960,50,3,5,37,73,North Carolina,"Gates County, North Carolina",5.2,96.9,"Gates County, North Carolina",11478,-8.784060945,-0.056085526,0.008973689,49258,89.3,9.6,23.8,13.2,1254,776,19,16.5,-0.131578947
1961,50,3,5,37,75,North Carolina,"Graham County, North Carolina",8.8,70.6,"Graham County, North Carolina",8558,-4.047846049,-0.03506596,0.009815377,34805,78.7,17.1,20.2,14.3,787,572,19.4,15.5,-0.201030928
1962,50,3,5,37,77,North Carolina,"Granville County, North Carolina",4.3,105.1,"Granville County, North Carolina",59031,2.651759361,0.023972662,0.009537362,50225,87.6,12.9,29.5,17.6,1210,768,21.2,18.2,-0.141509434
1963,50,3,5,37,79,North Carolina,"Greene County, North Carolina",5.2,73.2,"Greene County, North Carolina",21168,-3.228002895,-0.009498854,0.009873394,35777,83.3,17.5,29.1,10.1,1085,602,21.9,16.8,-0.232876712
1964,50,3,5,37,81,North Carolina,"Guilford County, North Carolina",5.2,100.8,"Guilford County, North Carolina",521330,6.502646295,0.064901533,0.011614524,45651,85.6,13,29.1,34.1,1264,771,18.6,17.6,-0.053763441
1965,50,3,5,37,83,North Carolina,"Halifax County, North Carolina",8.0,66.7,"Halifax County, North Carolina",51766,-6.757959522,-0.049537309,0.010933818,32245,86.3,20.9,23.7,12.7,1061,662,15.5,10.2,-0.341935484
1966,50,3,5,37,85,North Carolina,"Harnett County, North Carolina",5.7,100.9,"Harnett County, North Carolina",130881,12.67406207,0.130633471,0.014524645,46353,85.4,14.4,35.4,19.6,1208,781,22.5,24.6,0.093333333
1967,50,3,5,37,87,North Carolina,"Haywood County, North Carolina",4.6,91.0,"Haywood County, North Carolina",60682,7.169659322,0.029310988,0.009607462,42257,85.1,13.8,23.2,23.9,1158,710,17.1,14.4,-0.157894737
1968,50,3,5,37,89,North Carolina,"Henderson County, North Carolina",4.2,98.7,"Henderson County, North Carolina",114209,12.93835935,0.068342329,0.009657733,46448,85.2,9.7,20.5,28.6,1173,750,18.9,14.9,-0.211640212
1969,50,3,5,37,91,North Carolina,"Hertford County, North Carolina",6.5,72.0,"Hertford County, North Carolina",24136,-0.271738047,-0.019340159,0.009156447,33008,86.8,21.7,24,14,967,635,12.8,11.2,-0.125
1970,50,3,5,37,93,North Carolina,"Hoke County, North Carolina",6.5,89.4,"Hoke County, North Carolina",53262,6.511591499,0.123670886,0.018005332,41542,85.8,16.7,38.5,19.3,1158,832,22.9,25.7,0.122270742
1971,50,3,5,37,95,North Carolina,"Hyde County, North Carolina",9.4,77.4,"Hyde County, North Carolina",5517,-7.812602526,-0.050757054,0.007431575,42897,82.5,14.8,18.6,10.3,962,822,16.6,13.1,-0.210843373
1972,50,3,5,37,97,North Carolina,"Iredell County, North Carolina",4.8,116.6,"Iredell County, North Carolina",172916,10.83979816,0.081847417,0.010849198,52306,87.2,10.6,31.1,25.9,1261,796,24.2,21.7,-0.103305785
1973,50,3,5,37,99,North Carolina,"Jackson County, North Carolina",5.4,86.7,"Jackson County, North Carolina",42241,6.764147419,0.046864932,0.00951682,38015,84.4,15,21.6,29.5,1148,628,12.3,13.5,0.097560976
1974,50,3,5,37,101,North Carolina,"Johnston County, North Carolina",4.6,110.0,"Johnston County, North Carolina",191450,14.24549278,0.128393432,0.012102377,50512,85,11.6,35.7,20.3,1242,774,27.2,24.2,-0.110294118
1975,50,3,5,37,103,North Carolina,"Jones County, North Carolina",5.3,82.9,"Jones County, North Carolina",9845,-3.576317625,-0.022828784,0.009649568,34005,82.9,17.2,23.1,13.1,1059,653,13.7,13.6,-0.00729927
1976,50,3,5,37,105,North Carolina,"Lee County, North Carolina",5.9,92.5,"Lee County, North Carolina",59616,0.934644699,0.030099872,0.012563741,45608,81.5,14.1,29.9,20.5,1133,711,19.9,19.7,-0.010050251
1977,50,3,5,37,107,North Carolina,"Lenoir County, North Carolina",5.9,77.4,"Lenoir County, North Carolina",57307,-5.154842166,-0.036662856,0.011377319,34717,83,17.7,24.8,12.7,1070,668,14.5,12.3,-0.151724138
1978,50,3,5,37,109,North Carolina,"Lincoln County, North Carolina",4.6,103.0,"Lincoln County, North Carolina",81168,5.855132222,0.039589124,0.010028583,49215,86,10.9,29.4,20.2,1177,671,23,22.3,-0.030434783
1979,50,3,5,37,111,North Carolina,"McDowell County, North Carolina",4.8,78.2,"McDowell County, North Carolina",45075,1.281324338,0.000133129,0.010271769,35965,86.4,15.8,25.4,13.5,932,583,17.5,15.8,-0.097142857
1980,50,3,5,37,113,North Carolina,"Macon County, North Carolina",5.4,86.4,"Macon County, North Carolina",34376,5.099241564,0.013025284,0.010006982,39133,80.9,12.6,20.2,22.5,1044,731,17.2,13.3,-0.226744186
1981,50,3,5,37,115,North Carolina,"Madison County, North Carolina",4.9,79.1,"Madison County, North Carolina",21340,5.731327646,0.026899572,0.009840675,37904,87.7,12,22.6,21.7,1156,629,17,15.8,-0.070588235
1982,50,3,5,37,117,North Carolina,"Martin County, North Carolina",6.7,76.3,"Martin County, North Carolina",23172,-6.181805485,-0.0526574,0.010443639,35080,83.1,16.4,23.3,13.7,1026,596,14.1,14.1,0
1983,50,3,5,37,119,North Carolina,"Mecklenburg County, North Carolina",4.7,119.1,"Mecklenburg County, North Carolina",1054835,13.29922172,0.142429651,0.014027786,56854,84.9,11.6,30.8,42.3,1422,938,21,19.9,-0.052380952
1984,50,3,5,37,121,North Carolina,"Mitchell County, North Carolina",6.1,83.4,"Mitchell County, North Carolina",15126,-0.105066026,-0.026327647,0.009321698,37391,85.4,13.6,22.6,16.8,1007,558,16.1,16,-0.00621118
1985,50,3,5,37,123,North Carolina,"Montgomery County, North Carolina",5.2,81.6,"Montgomery County, North Carolina",27418,-3.826712567,-0.011251352,0.011525275,32500,80.7,18.6,24.7,14.5,989,550,18.3,15.9,-0.131147541
1986,50,3,5,37,125,North Carolina,"Moore County, North Carolina",5.0,108.9,"Moore County, North Carolina",95776,13.08991233,0.080907829,0.011088373,50998,87.8,10.6,23.6,32.6,1285,771,17.1,16.5,-0.035087719
1987,50,3,5,37,127,North Carolina,"Nash County, North Carolina",6.6,90.7,"Nash County, North Carolina",94005,-4.202595296,-0.019166962,0.010967502,42713,85.4,13.4,26.3,19.2,1157,728,17.4,14.6,-0.16091954
1988,50,3,5,37,129,North Carolina,"New Hanover County, North Carolina",4.7,109.5,"New Hanover County, North Carolina",223483,12.99422318,0.099201236,0.010399001,50088,86,11.4,24.1,36.9,1483,907,16.2,15.4,-0.049382716
1989,50,3,5,37,131,North Carolina,"Northampton County, North Carolina",7.3,69.5,"Northampton County, North Carolina",20000,-11.37190557,-0.090578392,0.00855,30429,84.1,21.4,20.7,11.3,987,644,11.7,6.1,-0.478632479
1990,50,3,5,37,133,North Carolina,"Onslow County, North Carolina",5.5,96.4,"Onslow County, North Carolina",187136,-11.93330956,0.041884496,0.022411508,46335,87.9,11.9,39,19.3,1245,943,26.5,27.6,0.041509434
1991,50,3,5,37,135,North Carolina,"Orange County, North Carolina",4.3,128.6,"Orange County, North Carolina",141796,6.145253434,0.058384463,0.008498124,59290,90.5,7.5,28.1,56.6,1744,935,21.5,21.1,-0.018604651
1992,50,3,5,37,137,North Carolina,"Pamlico County, North Carolina",5.3,85.6,"Pamlico County, North Carolina",12821,0.565501309,-0.021596459,0.00631776,43444,85.2,9.1,17.8,19.3,1180,732,16.7,10.5,-0.371257485
1993,50,3,5,37,139,North Carolina,"Pasquotank County, North Carolina",6.3,88.1,"Pasquotank County, North Carolina",39864,-6.490021681,-0.021045652,0.012918924,45378,85.3,15.2,30.4,19.4,1394,861,20.9,18.5,-0.114832536
1994,50,3,5,37,141,North Carolina,"Pender County, North Carolina",5.3,103.1,"Pender County, North Carolina",59090,17.74657206,0.128899757,0.010830936,44828,83.9,12.8,24.9,21.2,1223,818,19.6,18.2,-0.071428571
1995,50,3,5,37,143,North Carolina,"Perquimans County, North Carolina",6.4,88.4,"Perquimans County, North Carolina",13335,0.152283161,-0.010903427,0.00832396,44329,83.1,13.6,25.3,16.3,1341,728,14.7,15.8,0.074829932
1996,50,3,5,37,145,North Carolina,"Person County, North Carolina",5.5,91.7,"Person County, North Carolina",39284,-0.453659458,-0.003323608,0.010615009,42105,87,14.2,23.8,14.7,1083,626,17.9,13.8,-0.229050279
1997,50,3,5,37,147,North Carolina,"Pitt County, North Carolina",5.5,87.5,"Pitt County, North Carolina",177220,2.863281567,0.049726048,0.011968175,41119,85.9,16.1,27.3,29.7,1242,736,16.8,15.9,-0.053571429
1998,50,3,5,37,149,North Carolina,"Polk County, North Carolina",4.7,95.4,"Polk County, North Carolina",20334,5.135686547,-0.005720992,0.007475165,46528,87.3,10.1,18.4,31.3,1215,743,15.8,12.2,-0.227848101
1999,50,3,5,37,151,North Carolina,"Randolph County, North Carolina",4.9,90.3,"Randolph County, North Carolina",143416,0.180577777,0.010270643,0.010891393,41947,83.2,13.6,28.4,14.5,1030,638,22,18.5,-0.159090909
2000,50,3,5,37,153,North Carolina,"Richmond County, North Carolina",7.0,69.0,"Richmond County, North Carolina",44939,-6.224941787,-0.036243539,0.011526736,32687,82,21,25.3,12.8,908,600,14.8,13,-0.121621622
2001,50,3,5,37,155,North Carolina,"Robeson County, North Carolina",7.9,67.1,"Robeson County, North Carolina",133235,-5.631058339,-0.009036817,0.013127181,30608,80.1,25.8,29.4,12.8,981,603,15.6,14.5,-0.070512821
2002,50,3,5,37,157,North Carolina,"Rockingham County, North Carolina",5.6,83.8,"Rockingham County, North Carolina",91393,-2.055638894,-0.023787652,0.010296193,38126,87.1,14.6,25,13.8,1000,611,17.4,15.2,-0.126436782
2003,50,3,5,37,159,North Carolina,"Rowan County, North Carolina",5.5,93.7,"Rowan County, North Carolina",139933,1.57572775,0.011259259,0.011141046,43069,84.8,12.9,26.3,17.6,1057,722,20.8,16.3,-0.216346154
2004,50,3,5,37,161,North Carolina,"Rutherford County, North Carolina",6.7,77.3,"Rutherford County, North Carolina",66421,-0.751727735,-0.019529405,0.010072116,35630,85.1,14.6,25.1,16.2,940,594,17.4,16.1,-0.074712644
2005,50,3,5,37,163,North Carolina,"Sampson County, North Carolina",5.4,84.9,"Sampson County, North Carolina",63124,-4.173753414,-0.006719013,0.013069514,35490,81.5,18.8,26.4,12.4,1042,588,19.3,16.4,-0.150259067
2006,50,3,5,37,165,North Carolina,"Scotland County, North Carolina",9.2,74.0,"Scotland County, North Carolina",35244,-5.735842261,-0.023197805,0.012342526,30958,84,27.3,27.2,15.8,967,623,14.7,11.3,-0.231292517
2007,50,3,5,37,167,North Carolina,"Stanly County, North Carolina",4.6,93.7,"Stanly County, North Carolina",60791,0.777790942,0.003963601,0.011432613,40910,86.5,12.9,27.5,16.2,1137,653,22.4,18.1,-0.191964286
2008,50,3,5,37,169,North Carolina,"Stokes County, North Carolina",4.8,89.6,"Stokes County, North Carolina",46097,-2.484037479,-0.026298002,0.008785821,40696,86.4,14.1,24.1,13.6,1046,614,20.8,16,-0.230769231
2009,50,3,5,37,171,North Carolina,"Surry County, North Carolina",4.8,80.2,"Surry County, North Carolina",72113,-2.929176533,-0.022461705,0.010331008,36164,83.2,14.7,25.7,14.9,1029,606,19.5,18.1,-0.071794872
2010,50,3,5,37,173,North Carolina,"Swain County, North Carolina",6.1,75.4,"Swain County, North Carolina",14346,2.960636719,0.024860694,0.01491705,33931,78.1,17,22.1,15.9,1068,587,16.9,13.9,-0.177514793
2011,50,3,5,37,175,North Carolina,"Transylvania County, North Carolina",4.9,95.6,"Transylvania County, North Carolina",33482,5.825710146,0.012580899,0.008512036,45114,81.8,8.3,18.4,29.7,1106,666,13.8,12.2,-0.115942029
2012,50,3,5,37,177,North Carolina,"Tyrrell County, North Carolina",8.4,70.5,"Tyrrell County, North Carolina",4141,-9.807898735,-0.061636075,0.009659503,32361,78.8,17.1,17.6,8,975,675,11.8,10.4,-0.118644068
2013,50,3,5,37,179,North Carolina,"Union County, North Carolina",4.3,149.7,"Union County, North Carolina",226606,13.55936294,0.120890753,0.010630786,65903,88.1,7.9,41.2,33.4,1447,868,33.9,32.3,-0.04719764
2014,50,3,5,37,181,North Carolina,"Vance County, North Carolina",7.2,68.3,"Vance County, North Carolina",44244,-5.78763943,-0.023354377,0.012295452,33316,83.7,18.6,24.4,11.4,1020,644,12.1,10.6,-0.123966942
2015,50,3,5,37,183,North Carolina,"Wake County, North Carolina",4.2,147.5,"Wake County, North Carolina",1046791,15.65414726,0.154189486,0.012308092,67309,88.4,7.9,35,49,1533,948,26.1,25.6,-0.019157088
2016,50,3,5,37,185,North Carolina,"Warren County, North Carolina",7.3,71.3,"Warren County, North Carolina",19907,-6.865560628,-0.051370026,0.009544381,34254,83.7,16.6,19.4,15.4,1091,633,11.9,10,-0.159663866
2017,50,3,5,37,187,North Carolina,"Washington County, North Carolina",7.4,73.4,"Washington County, North Carolina",12195,-11.16055948,-0.073539467,0.009512095,34538,86.3,17.7,26.5,10.4,1026,635,13.1,11.1,-0.152671756
2018,50,3,5,37,189,North Carolina,"Watauga County, North Carolina",4.5,87.2,"Watauga County, North Carolina",53922,9.081911696,0.057563693,0.006806127,37656,89.7,10.6,17.5,38.4,1338,825,15.1,12.9,-0.145695364
2019,50,3,5,37,191,North Carolina,"Wayne County, North Carolina",5.8,86.0,"Wayne County, North Carolina",124150,-2.575596791,0.010105119,0.013153443,40390,85.1,16.7,29.1,18.4,1102,716,20,16.5,-0.175
2020,50,3,5,37,193,North Carolina,"Wilkes County, North Carolina",4.8,84.9,"Wilkes County, North Carolina",68740,0.247375999,-0.00657562,0.010125109,33232,85.1,17.8,25.9,12.8,1014,587,20.5,18.4,-0.102439024
2021,50,3,5,37,195,North Carolina,"Wilson County, North Carolina",8.1,86.2,"Wilson County, North Carolina",81661,-1.083337748,0.005046092,0.011621215,39847,83.3,17.5,27,18,1182,715,17.2,14.8,-0.139534884
2022,50,3,5,37,197,North Carolina,"Yadkin County, North Carolina",4.4,86.1,"Yadkin County, North Carolina",37532,-3.051287668,-0.023519617,0.00935202,37796,85.2,15.3,27.1,11.9,1002,591,21.3,17.3,-0.187793427
2023,50,3,5,37,199,North Carolina,"Yancey County, North Carolina",5.2,76.1,"Yancey County, North Carolina",17678,2.048496443,-0.006519051,0.010295282,37484,83.3,17.1,25,19.3,1024,600,21.2,18.1,-0.146226415
2025,50,2,4,38,1,North Dakota,"Adams County, North Dakota",2.7,78.0,"Adams County, North Dakota",2305,-2.650795145,-0.018731375,0.009110629,52118,91.2,7.6,23.6,24.8,1139,481,21.3,17.6,-0.17370892
2026,50,2,4,38,3,North Dakota,"Barnes County, North Dakota",3.3,82.8,"Barnes County, North Dakota",10926,-0.296043055,-0.01274058,0.009884679,53141,92.3,4.7,23,25.4,1050,582,16.9,17.2,0.017751479
2027,50,2,4,38,5,North Dakota,"Benson County, North Dakota",4.1,64.8,"Benson County, North Dakota",6739,-8.93158816,0.009588015,0.023148835,41296,81.3,26.4,29.9,14.6,886,423,15.5,13.1,-0.15483871
2028,50,2,4,38,7,North Dakota,"Billings County, North Dakota",3.2,124.7,"Billings County, North Dakota",934,21.37063746,0.211413748,0.020342612,70469,88.2,7.1,19.4,25.2,1131,863,20.9,16.5,-0.210526316
2029,50,2,4,38,9,North Dakota,"Bottineau County, North Dakota",4.8,91.8,"Bottineau County, North Dakota",6579,4.524703319,0.023650226,0.011551908,56349,90.2,4.4,21.4,20.9,1114,608,18.7,17.6,-0.058823529
2030,50,2,4,38,11,North Dakota,"Bowman County, North Dakota",2.2,102.0,"Bowman County, North Dakota",3241,5.703052959,0.030852417,0.01419315,66845,94,3.4,28.8,22.1,966,582,24.8,23.1,-0.068548387
2031,50,2,4,38,13,North Dakota,"Burke County, North Dakota",4.9,111.0,"Burke County, North Dakota",2198,12.96685623,0.122001021,0.018653321,60096,86.5,9.1,26,19.6,1077,650,18.1,21.8,0.20441989
2032,50,2,4,38,15,North Dakota,"Burleigh County, North Dakota",2.6,107.1,"Burleigh County, North Dakota",94487,16.99698978,0.156313484,0.015049689,65254,92.9,5,28.2,34,1372,755,21,20.5,-0.023809524
2033,50,2,4,38,17,North Dakota,"Cass County, North Dakota",2.3,90.7,"Cass County, North Dakota",175249,16.02998086,0.166242979,0.015098517,53289,91.6,6.5,27.3,36.8,1400,712,19.6,19.2,-0.020408163
2034,50,2,4,38,19,North Dakota,"Cavalier County, North Dakota",2.7,92.7,"Cavalier County, North Dakota",3827,-4.24998155,-0.039166457,0.01228116,66806,96.1,1.6,20.4,17.7,1011,485,19,17.6,-0.073684211
2035,50,2,4,38,21,North Dakota,"Dickey County, North Dakota",2.0,91.3,"Dickey County, North Dakota",5064,-5.44831475,-0.041816462,0.013823065,53750,91.5,7.3,28.2,26.6,1055,548,20.8,25.1,0.206730769
2036,50,2,4,38,23,North Dakota,"Divide County, North Dakota",2.7,102.0,"Divide County, North Dakota",2413,23.65037861,0.161212705,0.012847078,56042,90.7,3.7,17.3,20.6,1115,546,15.5,14.7,-0.051612903
2037,50,2,4,38,25,North Dakota,"Dunn County, North Dakota",3.1,118.6,"Dunn County, North Dakota",4366,27.38664972,0.232636928,0.018323408,69732,82.5,10.2,23.7,19.6,1022,771,19.7,16.6,-0.157360406
2038,50,2,4,38,27,North Dakota,"Eddy County, North Dakota",4.5,77.5,"Eddy County, North Dakota",2358,6.543324371,-0.010075567,0.012298558,48583,92.7,8.1,22.5,22,796,441,20.1,12.2,-0.393034826
2039,50,2,4,38,29,North Dakota,"Emmons County, North Dakota",4.5,76.1,"Emmons County, North Dakota",3346,-1.915776399,-0.055602597,0.009264794,44051,91.9,7.9,20.3,15.3,852,430,19.8,15.4,-0.222222222
2040,50,2,4,38,31,North Dakota,"Foster County, North Dakota",3.1,86.6,"Foster County, North Dakota",3303,1.626844274,-0.012260766,0.010596427,55769,93,5.1,20.6,18.8,975,512,18.5,13.3,-0.281081081
2041,50,2,4,38,33,North Dakota,"Golden Valley County, North Dakota",2.8,92.3,"Golden Valley County, North Dakota",1817,10.71097506,0.079619727,0.013758943,40179,86.3,2.9,21.4,22.7,778,554,17.5,17.7,0.011428571
2042,50,2,4,38,35,North Dakota,"Grand Forks County, North Dakota",2.4,84.3,"Grand Forks County, North Dakota",71083,1.949519806,0.061066993,0.015432663,48676,92.7,9,25,33,1326,763,18.7,17.5,-0.064171123
2043,50,2,4,38,37,North Dakota,"Grant County, North Dakota",3.2,66.3,"Grant County, North Dakota",2377,2.337337181,-0.005023022,0.010938157,44559,89.8,10.7,17.3,17.1,948,442,16.4,14.5,-0.115853659
2044,50,2,4,38,39,North Dakota,"Griggs County, North Dakota",3.0,76.6,"Griggs County, North Dakota",2277,0.125478676,-0.055578598,0.007465964,48355,91.6,4.2,23.8,18.3,1005,406,14.5,19.2,0.324137931
2045,50,2,4,38,41,North Dakota,"Hettinger County, North Dakota",3.1,86.6,"Hettinger County, North Dakota",2629,11.02803932,0.062651576,0.011791556,52169,92.7,6.4,26,14.8,887,565,17.1,17.8,0.040935673
2046,50,2,4,38,43,North Dakota,"Kidder County, North Dakota",3.9,75.9,"Kidder County, North Dakota",2414,-4.881559055,-0.010250103,0.010356255,54559,91.5,6.6,22.4,19.5,1046,465,15.9,17.5,0.100628931
2047,50,2,4,38,45,North Dakota,"LaMoure County, North Dakota",2.5,95.1,"LaMoure County, North Dakota",4111,0.810743225,-0.003152279,0.011919241,54821,92.9,8.4,21.2,21.1,1020,578,18.1,17.7,-0.022099448
2048,50,2,4,38,47,North Dakota,"Logan County, North Dakota",3.5,81.1,"Logan County, North Dakota",1941,-1.825164716,-0.029014507,0.010303967,51458,95.3,5.9,19.5,12.7,994,630,21.5,17.9,-0.16744186
2049,50,2,4,38,49,North Dakota,"McHenry County, North Dakota",5.1,91.4,"McHenry County, North Dakota",5963,14.93025073,0.104873078,0.01224216,57386,91.5,10.5,24.1,18.8,1061,550,16.6,17.2,0.036144578
2050,50,2,4,38,51,North Dakota,"McIntosh County, North Dakota",3.2,78.6,"McIntosh County, North Dakota",2656,0.750821593,-0.050071531,0.010542169,42277,96.3,7.4,19.8,18.7,828,558,16.4,12.9,-0.213414634
2051,50,2,4,38,53,North Dakota,"McKenzie County, North Dakota",3.8,134.4,"McKenzie County, North Dakota",12621,99.14148627,0.972647702,0.023294509,72794,80.4,10.9,31.1,22.8,1130,829,19.7,22,0.116751269
2052,50,2,4,38,55,North Dakota,"McLean County, North Dakota",3.6,101.3,"McLean County, North Dakota",9729,12.05244945,0.081841432,0.013362113,55686,90.9,7.1,22.8,19,1097,588,17.1,17.7,0.035087719
2053,50,2,4,38,57,North Dakota,"Mercer County, North Dakota",4.6,122.7,"Mercer County, North Dakota",8694,3.040240279,0.031806314,0.012767426,72704,90.2,6.5,22,20.5,1131,705,20.7,17.8,-0.140096618
2054,50,2,4,38,59,North Dakota,"Morton County, North Dakota",3.3,104.2,"Morton County, North Dakota",30809,11.82718461,0.117239629,0.016034276,62418,93.7,5.1,26.7,25.9,1277,762,23.3,19.7,-0.154506438
2055,50,2,4,38,61,North Dakota,"Mountrail County, North Dakota",3.1,106.4,"Mountrail County, North Dakota",10242,37.46125831,0.326683938,0.017769967,68188,82.2,10.5,30.6,22,986,673,24,20.4,-0.15
2056,50,2,4,38,63,North Dakota,"Nelson County, North Dakota",3.5,78.1,"Nelson County, North Dakota",2960,-0.644959321,-0.051282051,0.010810811,51085,90.7,4.4,19.1,19.2,954,467,16,11.8,-0.2625
2057,50,2,4,38,65,North Dakota,"Oliver County, North Dakota",5.4,106.7,"Oliver County, North Dakota",1870,-2.155100804,0.017964072,0.012299465,60278,89.6,5.8,23.4,17.5,994,534,24.1,19.9,-0.174273859
2058,50,2,4,38,67,North Dakota,"Pembina County, North Dakota",5.1,95.2,"Pembina County, North Dakota",7069,-7.625540469,-0.044342301,0.012165794,53504,92.4,4.4,24.3,19,933,515,21.5,17.3,-0.195348837
2059,50,2,4,38,69,North Dakota,"Pierce County, North Dakota",4.1,70.4,"Pierce County, North Dakota",4267,0.740289892,-0.01975649,0.010546051,42563,89.7,11.9,24.6,15.2,967,584,17.2,17.1,-0.005813953
2060,50,2,4,38,71,North Dakota,"Ramsey County, North Dakota",2.9,83.7,"Ramsey County, North Dakota",11547,-0.887490455,0.008383547,0.014722439,50841,89.9,6.3,26.1,23,984,525,19.5,17.3,-0.112820513
2061,50,2,4,38,73,North Dakota,"Ransom County, North Dakota",2.3,97.5,"Ransom County, North Dakota",5404,1.767597495,-0.0046049,0.012953368,56500,94.3,3.2,26.7,18.1,1091,580,24,18.7,-0.220833333
2062,50,2,4,38,75,North Dakota,"Renville County, North Dakota",4.1,106.4,"Renville County, North Dakota",2550,3.154589074,0.03030303,0.012156863,65125,94.7,4.7,26.9,15.9,1156,668,22.3,22.6,0.013452915
2063,50,2,4,38,77,North Dakota,"Richland County, North Dakota",2.8,92.3,"Richland County, North Dakota",16353,-2.613038585,0.001408451,0.011740965,55390,94.4,6.2,26.9,21.8,1054,520,23.3,20.8,-0.107296137
2064,50,2,4,38,79,North Dakota,"Rolette County, North Dakota",11.0,61.0,"Rolette County, North Dakota",14659,-2.890415899,0.046921868,0.019373764,33277,68.3,33.1,36.5,20.9,878,351,16.1,13.6,-0.155279503
